club_logo,number,position,name,image,birthdate,nationality_names,nationality_images,height,best_foot,market_value
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,3,Defender,Alejandro Balde,https://img.a.transfermarkt.technology/portrait/medium/636688-1662836200.jpg?lm=1,"Oct 18, 2003 ","Spain, Dominican Republic","https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/43.png?lm=1520611569","1,75m",left,€60.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,23,Defender,Jules Koundé,https://img.a.transfermarkt.technology/portrait/medium/411975-1702502639.jpg?lm=1,"Nov 12, 1998 ","France, Benin","https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/21.png?lm=1520611569","1,80m",right,€60.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,17,Midfield,Marc Casadó,https://img.a.transfermarkt.technology/portrait/medium/636695-1729771427.jpg?lm=1,"Sep 14, 2003 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,72m",right,€30.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,8,Midfield,Pedri,https://img.a.transfermarkt.technology/portrait/medium/683840-1744278342.jpg?lm=1,"Nov 25, 2002 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,74m",right,€120.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,21,Midfield,Frenkie de Jong,https://img.a.transfermarkt.technology/portrait/medium/326330-1746041680.jpg?lm=1,"May 12, 1997 ",Netherlands,https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569,"1,81m",right,€45.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,16,Midfield,Fermín López,https://img.a.transfermarkt.technology/portrait/medium/636703-1698086824.jpg?lm=1,"May 11, 2003 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,74m",right,€50.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,11,Attack,Raphinha,https://img.a.transfermarkt.technology/portrait/medium/411295-1729754479.png?lm=1,"Dec 14, 1996 ","Brazil, Italy","https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569","1,76m",left,€80.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,19,Attack,Lamine Yamal,https://img.a.transfermarkt.technology/portrait/medium/937958-1746563945.jpg?lm=1,"Jul 13, 2007 ","Spain, Equatorial Guinea","https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/8.png?lm=1520611569","1,80m",left,€180.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,9,Attack,Robert Lewandowski,https://img.a.transfermarkt.technology/portrait/medium/38253-1701118759.jpg?lm=1,"Aug 21, 1988 ",Poland,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,85m",right,€15.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,13,Goalkeeper,Iñaki Peña,https://img.a.transfermarkt.technology/portrait/medium/283170-1702502364.jpg?lm=1,"Mar 2, 1999 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,84m",right,€10.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,2,Defender,Pau Cubarsí,https://img.a.transfermarkt.technology/portrait/medium/962110-1712779232.jpg?lm=1,"Jan 22, 2007 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,84m",right,€70.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,15,Defender,Andreas Christensen,https://img.a.transfermarkt.technology/portrait/medium/196948-1668183241.jpg?lm=1,"Apr 10, 1996 ",Denmark,https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569,"1,87m",right,€15.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,5,Defender,Iñigo Martínez,https://img.a.transfermarkt.technology/portrait/medium/158863-1730119186.jpg?lm=1,"May 17, 1991 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,82m",left,€5.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,35,Defender,Gerard Martín,https://img.a.transfermarkt.technology/portrait/medium/705395-1730119053.jpg?lm=1,"Feb 26, 2002 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,86m",left,€7.50m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,32,Defender,Héctor Fort,https://img.a.transfermarkt.technology/portrait/medium/937955-1702504973.jpg?lm=1,"Aug 2, 2006 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,85m",right,€10.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,28,Midfield,Marc Bernal,https://img.a.transfermarkt.technology/portrait/medium/1018920-1724052540.jpg?lm=1,"May 26, 2007 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,91m",left,€5.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,6,Midfield,Gavi,https://img.a.transfermarkt.technology/portrait/medium/646740-1682685701.jpg?lm=1,"Aug 5, 2004 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,73m",right,€70.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,20,Midfield,Dani Olmo,https://img.a.transfermarkt.technology/portrait/medium/293385-1711546268.jpg?lm=1,"May 7, 1998 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,79m",right,€60.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,14,Midfield,Pablo Torre,https://img.a.transfermarkt.technology/portrait/medium/720038-1724406086.jpg?lm=1,"Apr 3, 2003 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,73m",right,€7.50m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,10,Attack,Ansu Fati,https://img.a.transfermarkt.technology/portrait/medium/466810-1721828228.jpg?lm=1,"Oct 31, 2002 ","Spain, Guinea-Bissau","https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/60.png?lm=1520611569","1,78m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,7,Attack,Ferran Torres,https://img.a.transfermarkt.technology/portrait/medium/398184-1699383547.jpg?lm=1,"Feb 29, 2000 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,84m",right,€28.00m
https://tmssl.akamaized.net//images/wappen/head/131.png?lm=1406739548,18,Attack,Pau Víctor,https://img.a.transfermarkt.technology/portrait/medium/707572-1724052852.jpg?lm=1,"Nov 26, 2001 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,84m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,22,Goalkeeper,David Raya,https://img.a.transfermarkt.technology/portrait/medium/262749-1668168018.jpg?lm=1,"Sep 15, 1995 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,83m",right,€40.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,2,Defender,William Saliba,https://img.a.transfermarkt.technology/portrait/medium/495666-1718697201.jpg?lm=1,"Mar 24, 2001 ","France, Cameroon","https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/31.png?lm=1520611569","1,92m",right,€80.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,15,Defender,Jakub Kiwior,https://img.a.transfermarkt.technology/portrait/medium/425918-1683101307.jpg?lm=1,"Feb 15, 2000 ",Poland,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,89m",left,€22.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,49,Defender,Myles Lewis-Skelly,https://img.a.transfermarkt.technology/portrait/medium/890721-1682599516.jpg?lm=1,"Sep 26, 2006 ","England, Barbados","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/17.png?lm=1520611569","1,78m",left,€28.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,3,Defender,Kieran Tierney,https://img.a.transfermarkt.technology/portrait/medium/300716-1662666488.jpg?lm=1,"Jun 5, 1997 ","Scotland, Isle of Man","https://tmssl.akamaized.net//images/flagge/verysmall/190.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/270.png?lm=1520611569","1,80m",left,€10.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,12,Defender,Jurrien Timber,https://img.a.transfermarkt.technology/portrait/medium/420243-1702413077.jpg?lm=1,"Jun 17, 2001 ","Netherlands, Curacao","https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/260.png?lm=1520611569","1,79m",right,€50.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,5,Midfield,Thomas Partey,https://img.a.transfermarkt.technology/portrait/medium/230784-1668430877.jpg?lm=1,"Jun 13, 1993 ",Ghana,https://tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1520611569,"1,85m",right,€15.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,41,Midfield,Declan Rice,https://img.a.transfermarkt.technology/portrait/medium/357662-1687962936.jpg?lm=1,"Jan 14, 1999 ","England, Ireland","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/72.png?lm=1520611569","1,88m",right,€110.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,8,Midfield,Martin Ødegaard,https://img.a.transfermarkt.technology/portrait/medium/316264-1678877651.jpg?lm=1,"Dec 17, 1998 ",Norway,https://tmssl.akamaized.net//images/flagge/verysmall/125.png?lm=1520611569,"1,78m",left,€100.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,19,Attack,Leandro Trossard,https://img.a.transfermarkt.technology/portrait/medium/144028-1702412939.jpg?lm=1,"Dec 4, 1994 ",Belgium,https://tmssl.akamaized.net//images/flagge/verysmall/19.png?lm=1520611569,"1,72m",right,€30.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,53,Attack,Ethan Nwaneri,https://img.a.transfermarkt.technology/portrait/medium/890719-1730794927.jpg?lm=1,"Mar 21, 2007 ","England, Nigeria","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569","1,76m",left,€55.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,29,Attack,Kai Havertz,https://img.a.transfermarkt.technology/portrait/medium/309400-1683903902.jpg?lm=1,"Jun 11, 1999 ",Germany,https://tmssl.akamaized.net//images/flagge/verysmall/40.png?lm=1520612525,"1,93m",left,€70.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,32,Goalkeeper,Neto,https://img.a.transfermarkt.technology/portrait/medium/111819-1725051877.jpg?lm=1,"Jul 19, 1989 ","Brazil, Italy","https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569","1,90m",right,€2.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,6,Defender,Gabriel Magalhães,https://img.a.transfermarkt.technology/portrait/medium/435338-1684162833.jpg?lm=1,"Dec 19, 1997 ",Brazil,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,90m",left,€75.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,33,Defender,Riccardo Calafiori,https://img.a.transfermarkt.technology/portrait/medium/502821-1727382174.jpg?lm=1,"May 19, 2002 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,88m",left,€40.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,17,Defender,Oleksandr Zinchenko,https://img.a.transfermarkt.technology/portrait/medium/203853-1688658681.jpg?lm=1,"Dec 15, 1996 ",Ukraine,https://tmssl.akamaized.net//images/flagge/verysmall/177.png?lm=1520611569,"1,75m",left,€22.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,4,Defender,Ben White,https://img.a.transfermarkt.technology/portrait/medium/335721-1683275943.jpg?lm=1,"Oct 8, 1997 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,86m",right,€50.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,18,Defender,Takehiro Tomiyasu,https://img.a.transfermarkt.technology/portrait/medium/331560-1682591217.jpg?lm=1,"Nov 5, 1998 ",Japan,https://tmssl.akamaized.net//images/flagge/verysmall/77.png?lm=1520611569,"1,88m",right,€25.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,20,Midfield,Jorginho,https://img.a.transfermarkt.technology/portrait/medium/102017-1682590896.jpg?lm=1,"Dec 20, 1991 ","Italy, Brazil","https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569","1,78m",right,€8.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,23,Midfield,Mikel Merino,https://img.a.transfermarkt.technology/portrait/medium/338424-1716803831.jpg?lm=1,"Jun 22, 1996 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,89m",left,€35.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,11,Attack,Gabriel Martinelli,https://img.a.transfermarkt.technology/portrait/medium/655488-1682689091.jpg?lm=1,"Jun 18, 2001 ","Brazil, Italy","https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569","1,78m",right,€55.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,7,Attack,Bukayo Saka,https://img.a.transfermarkt.technology/portrait/medium/433177-1684155052.jpg?lm=1,"Sep 5, 2001 ","England, Nigeria","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569","1,78m",left,€150.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,30,Attack,Raheem Sterling,https://img.a.transfermarkt.technology/portrait/medium/134425-1684165974.jpg?lm=1,"Dec 8, 1994 ","England, Jamaica","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/76.png?lm=1520611569","1,70m",right,€15.00m
https://tmssl.akamaized.net//images/wappen/head/11.png?lm=1489787850,9,Attack,Gabriel Jesus,https://img.a.transfermarkt.technology/portrait/medium/363205-1669711141.jpg?lm=1,"Apr 3, 1997 ",Brazil,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,75m",right,€40.00m
https://tmssl.akamaized.net//images/wappen/head/46.png?lm=1618900989,13,Goalkeeper,Josep Martínez,https://img.a.transfermarkt.technology/portrait/medium/388516-1686153132.jpg?lm=1,"May 27, 1998 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,91m",right,€12.00m
https://tmssl.akamaized.net//images/wappen/head/46.png?lm=1618900989,12,Goalkeeper,Raffaele Di Gennaro,https://img.a.transfermarkt.technology/portrait/medium/70580-1692961707.jpg?lm=1,"Oct 3, 1993 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,88m",right,€300k
https://tmssl.akamaized.net//images/wappen/head/46.png?lm=1618900989,28,Defender,Benjamin Pavard,https://img.a.transfermarkt.technology/portrait/medium/353366-1713819215.jpg?lm=1,"Mar 28, 1996 ",France,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,86m",right,€30.00m
https://tmssl.akamaized.net//images/wappen/head/46.png?lm=1618900989,6,Defender,Stefan de Vrij,https://img.a.transfermarkt.technology/portrait/medium/111196-1663572651.jpg?lm=1,"Feb 5, 1992 ",Netherlands,https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569,"1,89m",right,€7.00m
https://tmssl.akamaized.net//images/wappen/head/46.png?lm=1618900989,32,Defender,Federico Dimarco,https://img.a.transfermarkt.technology/portrait/medium/198116-1725531769.jpg?lm=1,"Nov 10, 1997 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,75m",left,€60.00m
https://tmssl.akamaized.net//images/wappen/head/46.png?lm=1618900989,2,Defender,Denzel Dumfries,https://img.a.transfermarkt.technology/portrait/medium/321528-1746042223.jpg?lm=1,"Apr 18, 1996 ","Netherlands, Aruba","https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/233.png?lm=1520611569","1,88m",right,€28.00m
