club_logo,number,position,name,image,birthdate,nationality_names,nationality_images,height,best_foot,market_value
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,37,Midfield,Omari Kellyman,https://img.a.transfermarkt.technology/portrait/medium/926135-1693556357.jpg?lm=1,"Sep 15, 2005 ","England, Northern Ireland","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/192.png?lm=1520611569","1,91m",left,€1.50m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,19,Attack,Jadon Sancho,https://img.a.transfermarkt.technology/portrait/medium/401173-1688564217.jpg?lm=1,"Mar 25, 2000 ","England, Jamaica","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/76.png?lm=1520611569","1,80m",right,€30.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,7,Attack,Pedro Neto,https://img.a.transfermarkt.technology/portrait/medium/487465-1709158892.jpg?lm=1,"Mar 9, 2000 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,74m",left,€50.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,15,Attack,Nicolas Jackson,https://img.a.transfermarkt.technology/portrait/medium/776890-1726227971.jpg?lm=1,"Jun 20, 2001 ","Senegal, The Gambia","https://tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/52.png?lm=1520611569","1,87m",right,€55.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,-,Attack,David Datro Fofana,https://img.a.transfermarkt.technology/portrait/medium/787232-1730196081.jpg?lm=1,"Dec 22, 2002 ",Cote d'Ivoire,https://tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1520611569,"1,82m",right,€8.50m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,12,Goalkeeper,Filip Jørgensen,https://img.a.transfermarkt.technology/portrait/medium/585323-1718280485.jpg?lm=1,"Apr 16, 2002 ","Denmark, Sweden","https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/147.png?lm=1520611569","1,92m",right,€20.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,47,Goalkeeper,Lucas Bergström,https://img.a.transfermarkt.technology/portrait/medium/490606-1639405918.jpg?lm=1,"Sep 5, 2002 ",Finland,https://tmssl.akamaized.net//images/flagge/verysmall/49.png?lm=1520611569,"2,05m",right,€700k
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,29,Defender,Wesley Fofana,https://img.a.transfermarkt.technology/portrait/medium/475411-1683899212.jpg?lm=1,"Dec 17, 2000 ","France, Cote d'Ivoire","https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1520611569","1,85m",right,€27.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,4,Defender,Tosin Adarabioyo,https://img.a.transfermarkt.technology/portrait/medium/258878-1646903871.jpg?lm=1,"Sep 24, 1997 ","England, Nigeria","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569","1,97m",right,€20.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,30,Defender,Aarón Anselmino,https://img.a.transfermarkt.technology/portrait/medium/1145504-1694003362.JPG?lm=1,"Apr 29, 2005 ",Argentina,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,"1,86m",right,€8.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,27,Defender,Malo Gusto,https://img.a.transfermarkt.technology/portrait/medium/620322-1672831209.jpg?lm=1,"May 19, 2003 ","France, Martinique","https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/207.png?lm=1699285669","1,78m",right,€35.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,34,Defender,Josh Acheampong,https://img.a.transfermarkt.technology/portrait/medium/1004708-1715156243.jpg?lm=1,"May 5, 2006 ","England, Ghana","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1520611569","1,85m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,45,Midfield,Roméo Lavia,https://img.a.transfermarkt.technology/portrait/medium/628451-1683898478.jpg?lm=1,"Jan 6, 2004 ",Belgium,https://tmssl.akamaized.net//images/flagge/verysmall/19.png?lm=1520611569,"1,81m",right,€40.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,22,Midfield,Kiernan Dewsbury-Hall,https://img.a.transfermarkt.technology/portrait/medium/475188-1638810238.jpg?lm=1,"Sep 6, 1998 ","England, Ireland","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/72.png?lm=1520611569","1,76m",left,€22.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,20,Midfield,Cole Palmer,https://img.a.transfermarkt.technology/portrait/medium/568177-1712320986.jpg?lm=1,"May 6, 2002 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,85m",left,€130.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,10,Attack,Mykhaylo Mudryk,https://img.a.transfermarkt.technology/portrait/medium/537860-1732822624.jpg?lm=1,"Jan 5, 2001 ",Ukraine,https://tmssl.akamaized.net//images/flagge/verysmall/177.png?lm=1520611569,"1,75m",right,€30.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,32,Attack,Tyrique George,https://img.a.transfermarkt.technology/portrait/medium/936874-1731016609.jpg?lm=1,"Feb 4, 2006 ","England, Nigeria","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569","1,81m",right,€3.50m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,11,Attack,Noni Madueke,https://img.a.transfermarkt.technology/portrait/medium/503987-1683102348.jpg?lm=1,"Mar 10, 2002 ","England, Nigeria","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569","1,82m",left,€40.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,18,Attack,Christopher Nkunku,https://img.a.transfermarkt.technology/portrait/medium/344381-1663686834.jpg?lm=1,"Nov 14, 1997 ","France, DR Congo","https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/193.png?lm=1520611569","1,77m",right,€45.00m
https://tmssl.akamaized.net//images/wappen/head/631.png?lm=1682435911,38,Attack,Marc Guiu,https://img.a.transfermarkt.technology/portrait/medium/938158-1719846394.jpg?lm=1,"Jan 4, 2006 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,87m",right,€8.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,14,Goalkeeper,Bruno Varela,https://img.a.transfermarkt.technology/portrait/medium/182722-1537345329.jpg?lm=1,"Nov 4, 1994 ","Cape Verde, Portugal","https://tmssl.akamaized.net//images/flagge/verysmall/32.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569","1,91m",right,€3.50m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,47,Goalkeeper,João Oliveira,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,"Sep 18, 2002 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,85m",right,€125k
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,24,Defender,Toni Borevković,https://img.a.transfermarkt.technology/portrait/medium/396342-1695208414.jpg?lm=1,"Jun 18, 1997 ",Croatia,https://tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1520611569,"1,93m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,3,Defender,Mikel Villanueva,https://img.a.transfermarkt.technology/portrait/medium/308371-1573486873.jpg?lm=1,"Apr 14, 1993 ","Venezuela, Spain","https://tmssl.akamaized.net//images/flagge/verysmall/182.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569","1,90m",left,€1.50m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,13,Defender,João Mendes,https://img.a.transfermarkt.technology/portrait/medium/684348-1716380253.jpg?lm=1,"Apr 13, 2000 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,79m",left,€2.50m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,22,Defender,Hevertton,https://img.a.transfermarkt.technology/portrait/medium/695121-1668162624.png?lm=1,"Feb 1, 2001 ","Brazil, Portugal","https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569","1,83m",right,€1.20m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,8,Midfield,Tomás Händel,https://img.a.transfermarkt.technology/portrait/medium/645588-1728373966.jpg?lm=1,"Nov 27, 2000 ","Portugal, Austria","https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/127.png?lm=1520611569","1,80m",left,€13.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,16,Midfield,Beni,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,"May 21, 2002 ",Angola,https://tmssl.akamaized.net//images/flagge/verysmall/6.png?lm=1520611569,"1,80m",right,€2.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,17,Midfield,João Mendes,https://img.a.transfermarkt.technology/portrait/medium/504503-1695207301.jpg?lm=1,"Oct 21, 1994 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,83m",right,€2.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,5,Midfield,Marco Cruz,https://img.a.transfermarkt.technology/portrait/medium/670682-1658732707.jpg?lm=1,"Feb 23, 2004 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,81m",left,€200k
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,18,Attack,Telmo Arcanjo,https://img.a.transfermarkt.technology/portrait/medium/791528-1695206920.jpg?lm=1,"Jun 21, 2001 ","Cape Verde, Portugal","https://tmssl.akamaized.net//images/flagge/verysmall/32.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569","1,80m",left,€1.50m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,85,Attack,Úmaro Embaló,https://img.a.transfermarkt.technology/portrait/medium/409886-1738057856.jpg?lm=1,"May 6, 2001 ","Portugal, Guinea-Bissau","https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/60.png?lm=1520611569","1,70m",left,€1.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,7,Attack,Nélson Oliveira,https://img.a.transfermarkt.technology/portrait/medium/72768-1696346309.png?lm=1,"Aug 8, 1991 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,86m",right,€500k
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,27,Goalkeeper,Charles,https://img.a.transfermarkt.technology/portrait/medium/181773-1695207347.jpg?lm=1,"Feb 4, 1994 ",Brazil,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,86m",right,€300k
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,91,Goalkeeper,Gui,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,"May 13, 2006 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,91m",,-
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,4,Defender,Filipe Relvas,https://img.a.transfermarkt.technology/portrait/medium/567497-1673194901.jpg?lm=1,"Sep 20, 1999 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,92m",left,€2.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,15,Defender,Óscar Rivas,https://img.a.transfermarkt.technology/portrait/medium/890557-1702510048.png?lm=1,"Mar 27, 2000 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,93m",both,€500k
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,2,Defender,Maga,https://img.a.transfermarkt.technology/portrait/medium/729140-1672674207.png?lm=1,"Nov 16, 2002 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,75m",right,€1.20m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,76,Defender,Bruno Gaspar,https://img.a.transfermarkt.technology/portrait/medium/230457-1695208390.jpg?lm=1,"Apr 21, 1993 ","Angola, Portugal","https://tmssl.akamaized.net//images/flagge/verysmall/6.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569","1,80m",right,€800k
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,10,Midfield,Tiago Silva,https://img.a.transfermarkt.technology/portrait/medium/236997-1534408061.png?lm=1,"Jun 2, 1993 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,72m",right,€3.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,77,Midfield,Nuno Santos,https://img.a.transfermarkt.technology/portrait/medium/367468-1678038066.jpg?lm=1,"Mar 2, 1999 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,79m",right,€2.50m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,20,Midfield,Samu,https://img.a.transfermarkt.technology/portrait/medium/291939-1478181309.jpg?lm=1,"Apr 21, 1996 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,70m",left,€2.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,21,Attack,Vando Félix,https://img.a.transfermarkt.technology/portrait/medium/830452-1737741759.jpg?lm=1,"Sep 3, 2002 ",Guinea-Bissau,https://tmssl.akamaized.net//images/flagge/verysmall/60.png?lm=1520611569,"1,79m",right,€1.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,71,Attack,Gustavo Silva,https://img.a.transfermarkt.technology/portrait/medium/1047860-1705778236.jpg?lm=1,"Jun 1, 1999 ",Brazil,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,80m",right,€1.50m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,9,Attack,Jesús Ramírez,https://img.a.transfermarkt.technology/portrait/medium/419936-1689097936.jpg?lm=1,"May 4, 1998 ",Venezuela,https://tmssl.akamaized.net//images/flagge/verysmall/182.png?lm=1520611569,"1,87m",left,€1.00m
https://tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,86,Attack,Dieu-Merci Michel,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,"Feb 9, 2004 ","Canada, Angola","https://tmssl.akamaized.net//images/flagge/verysmall/80.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/6.png?lm=1520611569","1,93m",right,€400k
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,43,Goalkeeper,David de Gea,https://img.a.transfermarkt.technology/portrait/medium/59377-1667548362.jpg?lm=1,"Nov 7, 1990 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,92m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,1,Goalkeeper,Pietro Terracciano,https://img.a.transfermarkt.technology/portrait/medium/96254-1595853091.jpg?lm=1,"Mar 8, 1990 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,93m",right,€1.50m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,6,Defender,Luca Ranieri,https://img.a.transfermarkt.technology/portrait/medium/346561-1692962464.jpg?lm=1,"Apr 23, 1999 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,87m",left,€12.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,22,Defender,Matías Moreno,https://img.a.transfermarkt.technology/portrait/medium/1144700-1730183072.jpg?lm=1,"Sep 24, 2003 ",Argentina,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,"1,93m",right,€4.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,21,Defender,Robin Gosens,https://img.a.transfermarkt.technology/portrait/medium/273132-1686641124.jpg?lm=1,"Jul 5, 1994 ","Germany, Netherlands","https://tmssl.akamaized.net//images/flagge/verysmall/40.png?lm=1520612525, https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569","1,83m",left,€8.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,2,Defender,Dodô,https://img.a.transfermarkt.technology/portrait/medium/401529-1663591985.jpg?lm=1,"Nov 17, 1998 ",Brazil,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,66m",right,€22.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,8,Midfield,Rolando Mandragora,https://img.a.transfermarkt.technology/portrait/medium/308279-1663591807.jpg?lm=1,"Jun 29, 1997 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,83m",left,€10.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,44,Midfield,Nicolò Fagioli,https://img.a.transfermarkt.technology/portrait/medium/432090-1695025310.jpg?lm=1,"Feb 12, 2001 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,78m",right,€18.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,90,Midfield,Michael Folorunsho,https://img.a.transfermarkt.technology/portrait/medium/377042-1722173196.jpg?lm=1,"Feb 7, 1998 ","Italy, Nigeria","https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569","1,90m",right,€7.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,27,Midfield,Cher Ndour,https://img.a.transfermarkt.technology/portrait/medium/651005-1727356126.png?lm=1,"Jul 27, 2004 ","Italy, Senegal","https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1520611569","1,90m",both,€5.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,17,Midfield,Nicolò Zaniolo,https://img.a.transfermarkt.technology/portrait/medium/392085-1713472570.jpg?lm=1,"Jul 2, 1999 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,90m",left,€16.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,63,Attack,Maat Daniel Caprini,https://img.a.transfermarkt.technology/portrait/medium/996453-1707214283.jpg?lm=1,"Feb 11, 2006 ","Italy, France","https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569","1,80m",right,€2.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,20,Attack,Moise Kean,https://img.a.transfermarkt.technology/portrait/medium/364135-1725532147.jpg?lm=1,"Feb 28, 2000 ","Italy, Cote d'Ivoire","https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1520611569","1,83m",right,€40.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,30,Goalkeeper,Tommaso Martinelli,https://img.a.transfermarkt.technology/portrait/medium/934159-1676018484.jpg?lm=1,"Jan 6, 2006 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,94m",right,€1.80m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,15,Defender,Pietro Comuzzo,https://img.a.transfermarkt.technology/portrait/medium/746712-1730183199.jpg?lm=1,"Feb 20, 2005 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,85m",right,€25.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,5,Defender,Marin Pongračić,https://img.a.transfermarkt.technology/portrait/medium/282144-1657202331.jpg?lm=1,"Sep 11, 1997 ","Croatia, Germany","https://tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/40.png?lm=1520612525","1,93m",right,€10.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,18,Defender,Pablo Marí,https://img.a.transfermarkt.technology/portrait/medium/210178-1739282325.jpg?lm=1,"Aug 31, 1993 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,93m",left,€3.50m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,65,Defender,Fabiano Parisi,https://img.a.transfermarkt.technology/portrait/medium/547985-1663677780.jpg?lm=1,"Nov 9, 2000 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,78m",left,€5.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,29,Midfield,Yacine Adli,https://img.a.transfermarkt.technology/portrait/medium/395236-1725531271.jpg?lm=1,"Jul 29, 2000 ","France, Algeria","https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/4.png?lm=1520611569","1,86m",right,€15.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,32,Midfield,Danilo Cataldi,https://img.a.transfermarkt.technology/portrait/medium/199733-1661513736.jpg?lm=1,"Aug 6, 1994 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,80m",right,€4.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,24,Midfield,Amir Richardson,https://img.a.transfermarkt.technology/portrait/medium/893675-1725529481.jpg?lm=1,"Jan 24, 2002 ","Morocco, France","https://tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569","1,97m",left,€9.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,4,Midfield,Edoardo Bove,https://img.a.transfermarkt.technology/portrait/medium/562049-1725532201.jpg?lm=1,"May 16, 2002 ",Italy,https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569,"1,81m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/430.png?lm=1722844765,9,Midfield,Lucas Beltrán,https://img.a.transfermarkt.technology/portrait/medium/628366-1692881138.jpg?lm=1,"Mar 29, 2001 ","Argentina, Italy","https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569","1,76m",right,€18.00m
