club_logo,number,position,name,image,birthdate,nationality_names,nationality_images,height,best_foot,market_value
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,17,Defender,Yuri Berchiche,https://img.a.transfermarkt.technology/portrait/medium/61812-1709675167.png?lm=1,"Feb 10, 1990 ","Spain, Algeria","https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/4.png?lm=1520611569","1,81m",left,€1.50m
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,15,Defender,Iñigo Lekue,https://img.a.transfermarkt.technology/portrait/medium/255501-1709675295.png?lm=1,"May 4, 1993 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,80m",right,€2.50m
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,6,Midfield,Mikel Vesga,https://img.a.transfermarkt.technology/portrait/medium/300168-1709675412.png?lm=1,"Apr 8, 1993 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,91m",left,€3.00m
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,24,Midfield,Beñat Prados,https://img.a.transfermarkt.technology/portrait/medium/625047-1709675858.png?lm=1,"Feb 8, 2001 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,80m",right,€18.00m
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,8,Midfield,Oihan Sancet,https://img.a.transfermarkt.technology/portrait/medium/571020-1709676037.png?lm=1,"Apr 25, 2000 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,88m",right,€60.00m
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,28,Midfield,Peio Canales,https://img.a.transfermarkt.technology/portrait/medium/1056966-1709678026.png?lm=1,"Jan 17, 2005 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,75m",right,€500k
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,7,Attack,Álex Berenguer,https://img.a.transfermarkt.technology/portrait/medium/338425-1709676212.png?lm=1,"Jul 4, 1995 ",Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,75m",right,€12.00m
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,9,Attack,Iñaki Williams,https://img.a.transfermarkt.technology/portrait/medium/255508-1709676323.png?lm=1,"Jun 15, 1994 ","Ghana, Spain","https://tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569","1,86m",right,€20.00m
https://tmssl.akamaized.net//images/wappen/head/621.png?lm=1695069038,21,Attack,Maroan Sannadi,https://img.a.transfermarkt.technology/portrait/medium/1054934-1736857054.jpg?lm=1,"Feb 1, 2001 ","Spain, Morocco","https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1520611569","1,92m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,24,Goalkeeper,André Onana,https://img.a.transfermarkt.technology/portrait/medium/234509-1686929812.jpg?lm=1,"Apr 2, 1996 ",Cameroon,https://tmssl.akamaized.net//images/flagge/verysmall/31.png?lm=1520611569,"1,90m",right,€32.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,22,Goalkeeper,Tom Heaton,https://img.a.transfermarkt.technology/portrait/medium/34130-1688121718.jpg?lm=1,"Apr 15, 1986 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,88m",right,€250k
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,6,Defender,Lisandro Martínez,https://img.a.transfermarkt.technology/portrait/medium/480762-1680681507.jpg?lm=1,"Jan 18, 1998 ",Argentina,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,"1,75m",left,€45.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,5,Defender,Harry Maguire,https://img.a.transfermarkt.technology/portrait/medium/177907-1663841733.jpg?lm=1,"Mar 5, 1993 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,94m",right,€15.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,26,Defender,Ayden Heaven,https://img.a.transfermarkt.technology/portrait/medium/1078163-1727382016.jpg?lm=1,"Sep 22, 2006 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,89m",left,€1.50m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,23,Defender,Luke Shaw,https://img.a.transfermarkt.technology/portrait/medium/183288-1668500175.jpg?lm=1,"Jul 12, 1995 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,78m",left,€16.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,20,Defender,Diogo Dalot,https://img.a.transfermarkt.technology/portrait/medium/357147-1727785546.jpg?lm=1,"Mar 18, 1999 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,83m",right,€35.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,25,Midfield,Manuel Ugarte,https://img.a.transfermarkt.technology/portrait/medium/476701-1715107512.jpg?lm=1,"Apr 11, 2001 ",Uruguay,https://tmssl.akamaized.net//images/flagge/verysmall/179.png?lm=1520611569,"1,82m",right,€50.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,43,Midfield,Toby Collyer,https://img.a.transfermarkt.technology/portrait/medium/654253-1709159230.jpg?lm=1,"Jan 3, 2004 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,80m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,14,Midfield,Christian Eriksen,https://img.a.transfermarkt.technology/portrait/medium/69633-1718628122.jpg?lm=1,"Feb 14, 1992 ",Denmark,https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569,"1,82m",right,€6.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,8,Midfield,Bruno Fernandes,https://img.a.transfermarkt.technology/portrait/medium/240306-1683882766.jpg?lm=1,"Sep 8, 1994 ",Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,79m",right,€55.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,7,Midfield,Mason Mount,https://img.a.transfermarkt.technology/portrait/medium/346483-1683291495.jpg?lm=1,"Jan 10, 1999 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,81m",right,€28.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,9,Attack,Rasmus Højlund,https://img.a.transfermarkt.technology/portrait/medium/610442-1699471458.jpg?lm=1,"Feb 4, 2003 ",Denmark,https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569,"1,91m",left,€45.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,56,Attack,Chido Obi,https://img.a.transfermarkt.technology/portrait/medium/1042886-1739789319.jpg?lm=1,"Nov 29, 2007 ","Denmark, Nigeria","https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569","1,88m",right,€5.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,1,Goalkeeper,Altay Bayındır,https://img.a.transfermarkt.technology/portrait/medium/336077-1699471821.jpg?lm=1,"Apr 14, 1998 ",Türkiye,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,98m",right,€10.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,15,Defender,Leny Yoro,https://img.a.transfermarkt.technology/portrait/medium/923831-1747857948.jpg?lm=1,"Nov 13, 2005 ","France, Cote d'Ivoire","https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1520611569","1,90m",right,€55.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,4,Defender,Matthijs de Ligt,https://img.a.transfermarkt.technology/portrait/medium/326031-1700659567.jpg?lm=1,"Aug 12, 1999 ",Netherlands,https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569,"1,89m",right,€40.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,2,Defender,Victor Lindelöf,https://img.a.transfermarkt.technology/portrait/medium/184573-1695244778.jpg?lm=1,"Jul 17, 1994 ",Sweden,https://tmssl.akamaized.net//images/flagge/verysmall/147.png?lm=1520611569,"1,87m",right,€10.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,35,Defender,Jonny Evans,https://img.a.transfermarkt.technology/portrait/medium/42412-1699471667.jpg?lm=1,"Jan 3, 1988 ",Northern Ireland,https://tmssl.akamaized.net//images/flagge/verysmall/192.png?lm=1520611569,"1,88m",both,€1.50m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,41,Defender,Harry Amass,https://img.a.transfermarkt.technology/portrait/medium/1011738-1712585934.jpg?lm=1,"Mar 16, 2007 ",England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,81m",left,-
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,3,Defender,Noussair Mazraoui,https://img.a.transfermarkt.technology/portrait/medium/340456-1700207898.jpg?lm=1,"Nov 14, 1997 ","Morocco, Netherlands","https://tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569","1,83m",right,€32.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,18,Midfield,Casemiro,https://img.a.transfermarkt.technology/portrait/medium/16306-1699018876.jpg?lm=1,"Feb 23, 1992 ","Brazil, Spain","https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569","1,85m",right,€12.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,37,Midfield,Kobbie Mainoo,https://img.a.transfermarkt.technology/portrait/medium/820374-1719349758.jpg?lm=1,"Apr 19, 2005 ","England, Ghana","https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1520611569","1,80m",right,€55.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,13,Midfield,Patrick Dorgu,https://img.a.transfermarkt.technology/portrait/medium/926952-1747857569.jpg?lm=1,"Oct 26, 2004 ","Denmark, Nigeria","https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/124.png?lm=1520611569","1,85m",left,€25.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,17,Midfield,Alejandro Garnacho,https://img.a.transfermarkt.technology/portrait/medium/811779-1703629085.jpg?lm=1,"Jul 1, 2004 ","Argentina, Spain","https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569","1,80m",right,€45.00m
https://tmssl.akamaized.net//images/wappen/head/985.png?lm=1457975903,16,Attack,Amad Diallo,https://img.a.transfermarkt.technology/portrait/medium/536835-1747857754.jpg?lm=1,"Jul 11, 2002 ","Cote d'Ivoire, Italy","https://tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1520611569, https://tmssl.akamaized.net//images/flagge/verysmall/75.png?lm=1520611569","1,73m",left,€40.00m
